6,6,6,6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,6,6,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,1,1,1,1,1,1,1,9,6,6,6,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,9,9,9,9,6,6,6,6,6,6,6,9,9,1,1,1,1,1,9,6,6,6,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,9,1,1,1,9,9,9,6,6,6,6,6,9,1,1,1,1,1,9,6,6,9,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,9,1,1,1,1,1,1,9,9,9,6,6,9,1,1,1,1,1,1,9,9,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,1,1,2,2,2,3,2,2,2,1,10,11,1
6,6,6,6,6,6,6,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,1,1,2,2,2,3,2,2,2,1,13,12,1
6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,2,2,2,1,1,1,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,2,2,2,9,1,1,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,2,2,2,6,9,9,9
9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,2,2,2,6,6,6,6
1,1,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,2,2,2,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,2,2,2,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,6,6,6,6,6,2,2,2,3,2,2,2,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,2,2,2,3,2,2,2,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,6,6,6,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,9,9,9,9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1
